date	created	modified	released
20161211	1	0	4
20161212	1	3	16
20161213	2	2	9
20161214	1	2	9
20161215	6	4	24
20161216	2	1	11
20161218	2	2	8
20161219	2	1	10
20161220	2	1	10
20161221	1	1	9
20161222	2	2	8
20161223	0	0	3
20161224	1	3	4
20161225	1	0	1
20161226	0	1	0
20161227	2	3	7
20161228	1	0	4
20161229	2	3	22
20161230	1	2	17
20161231	2	1	11
20170101	1	2	5
20170102	0	1	4
20170103	4	4	18
20170104	3	3	11
20170105	0	0	3
20170106	2	4	8
20170107	1	1	23
20170108	1	1	15
20170109	1	2	3
20170110	4	2	14
20170111	2	3	9
20170112	5	1	15
20170113	0	2	4
20170114	1	1	8
20170115	0	2	2
20170116	1	2	5
20170117	4	1	15
20170118	3	1	11
20170119	1	2	9
20170120	1	0	4
20170121	0	0	2
20170122	1	1	4
20170123	6	3	9
20170124	0	0	3
20170125	3	1	24
20170126	2	0	6
20170127	3	0	10
20170128	0	1	2
20170129	0	0	3
20170130	2	1	7
20170131	1	1	11
20170201	1	2	7
20170202	1	1	4
20170203	0	1	3
20170205	2	2	2
20170206	0	3	14
20170207	0	0	2
20170208	3	1	7
20170209	2	1	12
20170210	5	5	15
20170211	1	9	3
20170212	6	1	12
20170213	3	1	14
20170214	1	4	11
20170215	0	2	6
20170216	1	2	2
20170217	1	1	4
20170218	0	1	2
20170219	1	1	4
20170220	0	1	3
20170221	3	4	12
20170222	3	5	55
20170223	0	4	5
20170224	2	1	5
20170226	0	1	0
20170227	2	2	13
20170228	2	3	7
20170301	0	0	1
20170302	2	3	15
20170303	2	1	20
20170304	0	0	4
20170306	3	3	42
20170307	2	2	10
20170308	1	1	21
20170309	4	7	12
20170310	2	3	10
20170311	3	2	3
20170312	0	0	1
20170313	0	1	7
20170314	4	2	14
20170315	1	3	23
20170316	1	5	11
20170317	2	1	22
20170318	0	0	18
20170319	0	0	5
20170320	2	0	8
20170322	0	1	3
20170323	1	3	9
20170324	0	0	3
20170325	0	0	2
20170326	0	1	3
20170327	0	0	1
20170328	1	1	10
20170329	0	0	2
20170330	2	2	11
20170331	3	6	16
20170402	6	4	10
20170403	4	2	12
20170404	2	2	17
20170405	0	2	11
20170406	0	2	11
20170407	0	4	35
20170408	2	1	2
20170409	1	2	10
20170410	2	2	8
20170411	1	0	5
20170412	0	0	1
20170413	0	0	2
20170414	2	2	2
20170415	1	1	5
20170416	1	0	3
20170417	2	1	6
20170418	1	2	4
20170419	2	4	8
20170420	1	1	18
20170421	0	3	5
20170422	2	3	5
20170423	0	0	1
20170424	0	1	1
20170425	1	2	3
20170426	1	0	2
20170427	2	1	6
20170428	0	1	5
20170429	2	3	4
20170430	0	1	4
20170501	2	2	7
20170502	1	0	5
20170503	1	0	4
20170504	0	0	4
20170505	0	2	6
20170506	2	2	7
20170508	0	1	1
20170509	2	2	26
20170510	1	2	10
20170511	7	5	27
20170512	0	1	4
20170513	0	0	4
20170515	1	1	14
20170516	1	1	4
20170517	2	0	5
20170518	1	1	12
20170519	4	5	13
20170520	2	3	6
20170521	0	0	1
20170522	2	4	6
20170523	0	2	4
20170524	0	0	2
20170525	6	1	13
20170526	0	1	6
20170527	3	3	13
20170528	1	2	7
20170529	2	3	5
20170530	2	2	4
20170531	2	3	11
20170601	1	1	4
20170602	0	1	1
20170603	2	3	5
20170604	0	0	1
20170605	0	1	2
20170606	2	1	6
20170607	0	0	2
20170608	3	2	7
20170609	1	1	10
20170610	1	0	1
20170611	0	1	3
20170612	0	5	7
20170613	2	3	16
20170614	1	4	6
20170615	1	1	2
20170616	0	0	2
20170618	0	2	3
20170619	1	1	4
20170620	0	0	2
20170621	0	3	4
20170622	1	1	1
20170623	1	1	2
20170625	2	2	5
20170626	1	2	1
20170627	0	4	9
20170628	0	3	5
20170629	4	1	14
20170630	1	3	3
20170701	0	0	1
20170702	0	1	1
20170703	1	2	7
20170704	0	0	2
20170705	2	0	4
20170706	4	2	15
20170707	1	3	5
20170708	0	1	8
20170709	0	1	1
20170710	1	0	3
20170711	2	1	6
20170712	0	1	3
20170713	2	9	4
20170714	1	1	9
20170716	1	1	1
20170718	2	3	9
20170720	0	2	3
20170721	1	0	3
20170723	2	1	15
20170724	0	0	5
20170725	3	1	9
20170726	3	4	13
20170727	0	0	2
20170728	0	3	4
20170729	1	0	8
20170731	0	2	42
20170801	1	0	28
20170802	0	0	5
20170803	2	0	11
20170804	1	1	4
20170805	0	1	1
20170807	0	1	6
20170808	2	1	11
20170809	2	2	13
20170811	0	1	10
20170814	1	1	5
20170815	0	0	5
20170816	1	2	7
20170817	1	1	4
20170818	3	1	6
20170819	0	0	1
20170820	0	0	2
20170821	0	0	4
20170822	2	2	7
20170823	2	1	10
20170824	0	1	28
20170825	3	5	41
20170826	1	1	8
20170827	0	1	2
20170828	2	0	12
20170829	1	1	5
20170830	2	4	7
20170831	1	2	5
20170901	0	1	32
20170903	2	2	4
20170905	3	4	10
20170906	1	1	9
20170907	2	1	2
20170908	0	0	5
20170909	0	2	1
20170910	0	2	3
20170911	1	0	5
20170912	0	0	2
20170913	2	3	9
20170914	0	2	9
20170915	1	2	15
20170916	0	0	1
20170917	0	0	2
20170918	0	1	8
20170919	0	0	2
20170921	2	0	11
20170922	1	8	9
20170923	2	2	16
20170924	2	1	4
20170925	0	2	6
20170926	0	1	4
20170927	3	3	9
20170928	1	1	5
20170929	1	0	3
20170930	1	1	4
20171001	2	1	5
20171002	0	3	4
20171003	0	1	13
20171004	0	0	2
20171005	1	2	6
20171006	0	2	3
20171008	0	1	4
20171009	0	1	33
20171010	0	0	22
20171011	0	0	7
20171012	0	1	6
20171013	3	1	19
20171014	0	0	3
20171015	0	0	1
20171016	0	0	7
20171017	2	1	8
20171018	2	0	9
20171019	2	5	8
20171020	2	1	7
20171021	0	1	3
20171022	0	1	4
20171023	1	1	3
20171024	2	3	11
20171025	3	2	5
20171026	0	0	4
20171028	0	0	2
20171029	0	1	3
20171030	1	1	5
20171031	0	3	6
20171102	0	1	0
20171103	2	0	2
20171104	0	0	1
20171105	1	1	4
20171106	1	3	9
20171107	1	1	5
20171108	0	0	3
20171109	0	0	1
20171110	1	3	4
20171111	0	0	2
20171114	0	2	4
20171116	0	1	1
20171117	0	0	1
20171118	1	0	4
20171119	0	0	3
20171120	0	0	2
20171121	0	1	2
20171122	2	1	3
20171123	1	1	13
20171124	1	1	11
20171125	0	5	1
20171126	0	0	2
20171127	0	0	6
20171128	2	8	7
20171129	0	2	6
20171130	1	2	4
20171201	0	0	2
20171203	1	0	3
20171204	1	6	7
20171205	2	4	12
20171206	1	1	8
20171207	2	2	12
20171208	0	1	19
20171209	0	0	1
20171211	0	3	5
20171212	1	1	3
20171213	0	1	2
20171214	1	0	2
20171215	1	1	4
20171216	0	1	1
20171217	1	2	2
20171218	1	2	4
20171219	1	1	2
20171220	1	2	7
20171221	0	1	5
20171222	0	0	5
20171226	1	2	1
20171227	1	0	5
20171228	0	1	2
20171229	4	4	17
20171230	0	0	2
20171231	0	0	1
20180101	1	2	3
20180102	0	0	2
20180103	3	1	8
20180104	0	0	2
20180105	1	1	17
20180106	2	0	14
20180107	0	1	3
20180108	1	1	4
20180109	1	1	2
20180110	1	1	6
20180111	0	0	1
20180112	0	1	3
20180113	0	0	3
20180114	2	1	7
20180115	1	2	3
20180116	2	1	6
20180117	1	1	15
20180118	0	2	8
20180119	2	0	14
20180121	1	0	2
20180122	1	0	6
20180123	1	3	8
20180124	0	0	5
20180125	1	0	6
20180126	1	2	5
20180127	0	1	1
20180128	1	1	3
20180129	0	1	1
20180130	0	1	2
20180131	0	0	1
20180201	0	1	1
20180202	0	1	3
20180205	1	0	3
20180206	0	2	3
20180207	0	2	1
20180208	1	23	22
20180209	0	0	14
20180210	1	2	2
20180212	0	4	11
20180213	0	0	3
20180214	1	1	2
20180215	1	0	10
20180216	0	0	12
20180217	1	1	10
20180218	0	0	3
20180219	0	1	4
20180220	1	0	6
20180221	0	0	5
20180222	0	0	2
20180223	0	1	9
20180225	1	2	2
20180226	1	2	5
20180227	2	4	7
20180228	0	0	2
20180301	1	1	1
20180302	0	2	1
20180303	2	2	5
20180304	1	1	3
20180305	0	2	4
20180306	0	1	2
20180307	2	0	7
20180308	12	12	14
20180309	0	0	1
20180310	1	1	3
20180311	0	0	1
20180312	1	2	5
20180313	0	1	1
20180315	0	2	3
20180316	1	1	4
20180317	1	1	3
20180318	1	2	7
20180319	0	1	6
20180320	0	0	8
20180321	0	2	2
20180322	0	0	6
20180324	1	0	2
20180326	0	1	3
20180327	1	2	8
20180328	0	1	2
20180329	0	0	4
20180330	0	0	2
20180331	0	0	2
20180401	1	1	3
20180402	1	0	2
20180403	0	0	1
20180404	1	1	3
20180405	1	2	6
20180406	1	0	3
20180408	0	0	2
20180409	0	2	8
20180411	0	0	1
20180412	1	0	2
20180413	0	1	2
20180414	0	2	8
20180415	0	0	3
20180416	1	1	3
20180417	1	1	4
20180418	0	0	6
20180419	0	0	3
20180420	1	2	7
20180421	1	1	6
20180422	1	2	9
20180423	0	1	2
20180424	0	0	3
20180425	0	0	4
20180426	1	0	2
20180427	1	3	5
20180430	0	0	3
20180501	2	3	5
20180502	0	1	2
20180503	1	2	6
20180504	0	0	5
20180505	0	0	2
20180506	1	0	5
20180507	0	0	2
20180508	1	2	9
20180509	0	0	8
20180510	1	0	15
20180511	3	2	14
20180512	0	0	2
20180513	0	0	1
20180514	0	0	1
20180515	0	1	4
20180517	1	1	2
20180518	0	1	1
20180521	0	0	3
20180523	1	5	6
20180524	1	0	0
20180525	0	1	2
20180528	0	0	1
20180529	1	0	9
20180530	0	0	5
20180531	0	2	11
20180601	0	0	2
20180602	1	0	0
20180603	2	1	2
20180604	1	1	6
20180605	2	3	10
20180606	1	2	4
20180607	0	2	2
20180608	1	1	2
20180609	0	1	0
20180611	0	1	2
20180612	1	1	1
20180613	0	0	1
20180614	0	1	7
20180616	1	0	6
20180617	1	0	2
20180619	1	0	3
20180620	1	0	0
20180621	1	1	4
20180622	2	1	2
20180623	4	2	7
20180625	2	3	8
20180626	2	1	4
20180628	1	0	1
20180629	2	0	17
20180630	1	1	7
20180701	1	0	3
20180702	1	0	0
20180703	2	2	10
20180704	1	1	2
20180705	1	1	6
20180706	0	0	1
20180707	3	1	3
20180709	0	1	3
20180710	1	1	3
20180711	0	1	2
20180712	0	0	1
20180713	4	3	16
20180714	0	1	1
20180716	0	0	1
20180717	0	0	3
20180719	0	0	1
20180720	1	1	1
20180724	1	1	2
20180725	0	3	0
20180726	0	1	3
20180727	3	2	6
20180728	1	0	1
20180729	0	0	1
20180730	1	0	3
20180731	0	1	9
20180801	0	1	7
20180802	0	0	1
20180803	0	0	2
20180804	0	1	1
20180806	0	1	7
20180807	0	0	2
20180808	0	2	6
20180809	2	1	8
20180810	2	1	13
20180811	0	1	8
20180812	0	0	1
20180813	0	6	4
20180814	0	0	2
20180815	0	1	1
20180816	1	1	2
20180817	2	2	3
20180818	1	1	7
20180819	1	0	1
20180820	0	0	2
20180821	1	0	1
20180822	0	2	6
20180823	0	1	3
20180824	0	0	11
20180825	0	1	4
20180828	1	2	8
20180829	2	0	7
20180830	0	0	4
20180831	0	1	15
20180901	0	0	1
20180903	1	1	9
20180904	1	1	6
20180906	0	1	3
20180907	0	0	1
20180909	0	0	1
20180910	1	0	0
20180911	1	1	4
20180913	0	0	3
20180914	0	0	8
20180915	0	1	2
20180916	0	2	4
20180917	0	0	5
20180919	0	0	2
20180920	0	0	5
20180921	0	0	1
20180922	0	0	1
20180924	2	1	4
20180925	0	1	2
20180926	0	0	1
20180928	0	1	7
20180929	0	0	4
20180930	1	0	1
20181001	0	0	3
20181002	0	0	2
20181003	0	0	1
20181004	0	0	2
20181006	0	0	1
20181007	2	1	7
20181009	1	0	9
20181010	0	0	7
20181011	0	0	1
20181012	0	0	2
20181014	0	0	1
20181015	1	1	9
20181016	0	1	3
20181018	1	0	4
20181019	1	0	4
20181020	1	1	4
20181021	0	0	4
20181022	0	0	1
20181023	0	0	1
20181024	0	1	4
20181025	0	0	2
20181026	1	0	0
20181027	1	1	5
20181028	0	0	3
20181029	1	1	5
20181030	1	1	5
20181031	1	1	10
20181101	0	0	3
20181102	0	0	1
20181103	1	1	1
20181104	1	1	2
20181106	1	1	5
20181107	0	0	2
20181108	0	0	1
20181109	0	0	4
20181110	0	0	1
20181111	0	0	2
20181112	0	0	1
20181113	0	1	3
20181114	0	0	1
20181115	0	0	2
20181116	1	1	2
20181120	0	0	3
20181121	1	1	1
20181123	0	0	1
20181125	0	1	3
20181127	0	1	4
20181128	0	0	2
20181129	2	0	3
20181130	0	0	3
20181201	1	0	9
20181202	0	0	2
20181203	0	0	1
20181204	0	0	1
20181205	0	0	2
20181206	0	1	3
20181208	0	0	3
20181209	0	0	2
20181210	1	0	1
20181211	0	1	2
20181212	0	0	3
20181217	1	0	0
20181221	0	0	1
20181224	0	0	3
20181225	1	1	1
20181228	0	0	2
20181229	0	0	1
20181231	0	1	2
20190104	1	19	1
20190105	1	1	7
20190106	1	0	0
20190108	0	1	1
20190110	0	0	3
20190111	0	1	1
20190113	0	1	2
20190114	0	0	1
20190115	0	0	1
20190119	0	0	1
20190120	2	2	5
20190121	0	0	3
20190123	0	2	4
20190124	2	2	4
20190125	0	0	1
20190128	0	0	1
20190129	1	0	3
20190130	0	1	3
20190131	1	1	2
20190201	1	3	5
20190204	0	1	4
20190205	0	0	1
20190208	0	0	1
20190209	2	0	7
20190210	0	1	3
20190212	1	0	3
20190213	0	0	1
20190214	0	1	4
20190215	2	0	0
20190217	0	0	2
20190218	0	0	2
20190219	1	1	4
20190220	1	8	9
20190221	1	1	10
20190222	1	1	3
20190223	2	2	3
20190224	0	0	1
20190225	0	0	1
20190228	0	1	3
20190301	0	1	2
20190304	0	0	1
20190305	0	1	2
20190306	0	0	2
20190307	0	0	7
20190308	0	0	1
20190309	0	0	1
20190311	1	2	4
20190313	0	0	2
20190314	0	0	1
20190315	0	1	1
20190317	0	0	1
20190318	1	1	3
20190319	0	0	1
20190320	0	0	3
20190321	0	1	1
20190322	1	2	1
20190325	0	0	1
20190326	1	1	2
20190327	0	0	1
20190328	0	0	1
20190329	0	0	3
20190330	1	0	13
20190331	0	1	1
20190401	1	1	1
20190402	1	2	12
20190403	0	0	1
20190404	1	1	1
20190405	0	0	1
20190407	0	0	1
20190408	0	0	1
20190409	0	0	1
20190410	1	0	5
20190411	1	0	1
20190413	0	0	6
20190414	1	0	14
20190415	0	0	1
20190416	0	2	9
20190417	1	1	9
20190420	0	0	7
20190423	0	15	1
20190424	0	1	4
20190425	0	1	4
20190426	0	0	3
20190428	1	0	3
20190429	0	0	15
20190430	0	0	9
20190501	1	1	2
20190502	1	1	1
20190503	2	0	2
20190504	0	2	22
20190505	0	3	1
20190508	0	0	2
20190510	1	1	3
20190511	0	0	1
20190512	0	0	4
20190517	0	1	2
20190520	1	0	4
20190521	0	0	3
20190522	1	0	2
20190523	0	3	5
20190524	1	0	8
20190525	0	0	1
20190526	0	0	12
20190527	0	0	18
20190528	1	1	5
20190529	1	1	5
20190530	3	2	15
20190531	0	1	7
20190601	0	1	2
20190602	2	0	2
20190603	0	1	2
20190604	1	1	6
20190605	0	0	5
20190608	0	0	1
20190610	1	2	4
20190613	0	0	3
20190614	0	1	1
20190615	0	0	7
20190616	0	0	5
20190617	0	0	2
20190618	0	1	4
20190619	0	0	4
20190620	0	0	1
20190621	0	0	5
20190624	2	1	4
20190626	0	0	2
20190627	1	0	0
20190628	1	1	7
20190629	0	0	1
20190630	0	0	14
20190701	1	2	5
20190702	3	2	7
20190703	1	0	1
20190704	1	3	13
20190705	0	0	1
20190707	3	1	4
20190708	0	1	3
20190710	0	0	4
20190711	0	1	5
20190712	0	1	4
20190713	2	1	7
20190715	3	4	7
20190716	1	1	2
20190717	0	0	1
20190718	1	3	12
20190719	1	0	2
20190720	0	0	1
20190721	2	2	4
20190722	0	0	1
20190723	0	0	2
20190724	0	0	7
20190725	0	0	1
20190726	0	0	1
20190727	1	2	5
20190728	0	1	7
20190729	0	0	3
20190730	0	0	1
20190731	0	2	2
20190801	1	0	1
20190802	2	2	8
20190803	0	1	4
20190804	1	1	1
20190805	1	2	5
20190806	0	3	4
20190807	0	4	11
20190808	1	0	2
20190810	1	0	2
20190811	0	1	2
20190812	0	1	8
20190813	0	0	1
20190814	0	0	1
20190815	0	0	6
20190816	1	1	7
20190817	0	0	5
20190818	0	1	3
20190819	1	1	4
20190820	0	0	2
20190821	1	1	2
20190823	2	3	12
20190824	0	1	2
20190825	0	0	3
20190826	0	1	6
20190827	0	0	3
20190828	0	1	9
20190830	0	0	1
20190831	0	0	12
20190901	0	0	2
20190902	0	1	4
20190903	0	0	3
20190904	0	0	6
20190905	0	0	2
20190909	0	0	3
20190910	0	0	1
20190912	0	1	2
20190913	1	0	16
20190914	1	0	1
20190915	0	0	5
20190918	0	1	3
20190920	0	0	10
20190923	0	0	1
20190925	0	0	3
20190926	3	3	4
20190930	0	0	1
20191001	0	0	7
20191002	0	0	1
20191006	0	0	1
20191010	0	0	2
20191011	0	0	2
20191012	0	0	2
20191013	0	1	1
20191014	0	0	1
20191015	1	1	6
20191017	0	1	0
20191018	0	1	1
20191020	0	1	2
20191021	0	0	4
20191024	0	1	1
20191026	1	0	0
20191027	0	0	1
20191028	0	1	2
20191029	1	3	9
20191104	0	0	1
20191106	2	1	7
20191107	0	0	4
20191109	1	1	1
20191113	0	3	0
20191115	0	1	1
20191116	0	1	3
20191117	0	0	5
20191119	0	1	1
20191120	0	1	1
20191121	0	1	3
20191122	0	0	1
20191125	0	0	1
20191126	1	1	2
20191127	2	0	24
20191128	0	1	1
20191130	0	1	1
20191202	0	0	1
20191203	0	0	6
20191207	0	0	1
20191208	0	0	3
20191209	1	0	3
20191210	0	3	17
20191213	1	1	1
20191214	0	1	5
20191216	1	0	1
20191217	0	0	2
20191218	1	1	4
20191220	0	1	2
20191224	1	1	1
20191227	0	1	1
20191229	0	0	6
20191230	0	1	5
20200101	1	0	1
20200102	0	1	7
20200105	0	0	1
20200106	0	0	1
20200107	0	0	11
20200108	1	1	14
20200109	0	4	7
20200110	0	0	2
20200113	1	1	3
20200116	0	2	4
20200118	1	0	1
20200119	0	1	2
20200120	0	0	3
20200121	0	0	1
20200123	0	0	2
20200124	0	0	1
20200125	0	0	3
20200128	0	0	1
20200129	0	0	2
20200206	0	1	2
20200208	0	0	1
20200213	0	0	2
20200214	0	0	1
20200215	0	1	5
20200216	1	0	4
20200217	0	2	4
20200218	0	0	4
20200219	0	1	3
20200220	0	1	1
20200225	0	8	13
20200226	0	1	1
20200227	0	1	1
20200303	1	0	4
20200304	0	1	6
20200305	1	0	8
20200306	0	0	8
20200311	0	0	1
20200313	1	1	5
20200314	0	0	1
20200315	0	1	4
20200316	0	0	1
20200317	0	1	1
20200318	0	0	2
20200319	1	1	2
20200320	0	1	3
20200322	0	0	1
20200324	0	0	1
20200326	2	2	3
20200328	0	0	1
20200330	1	0	5
20200331	0	0	8
20200401	0	1	9
20200403	0	0	1
20200404	0	0	2
20200406	1	2	4
20200407	0	1	2
20200408	0	1	2
20200409	0	0	2
20200410	0	0	1
20200411	0	0	1
20200412	0	0	1
20200414	0	0	1
20200416	1	1	7
20200421	0	0	1
20200423	0	1	3
20200424	0	0	7
20200426	1	1	2
20200428	4	2	12
20200429	1	1	5
20200430	0	0	1
20200501	0	0	2
20200502	0	0	2
20200503	1	1	6
20200504	0	0	2
20200505	0	0	1
20200507	0	1	1
20200508	0	1	2
20200509	0	0	1
20200510	0	0	2
20200511	1	1	5
20200512	0	0	2
20200513	1	0	1
20200514	0	1	5
20200515	0	1	2
20200516	0	0	6
20200518	0	1	1
20200519	0	1	3
20200520	0	0	12
20200521	0	0	1
20200522	0	0	1
20200523	0	0	1
20200529	1	0	1
20200531	0	1	2
20200601	0	1	5
20200602	0	0	1
20200603	1	0	1
20200604	0	0	1
20200606	0	1	13
20200607	0	0	2
20200609	0	0	1
20200610	0	0	1
20200611	0	1	1
20200615	1	2	8
20200616	0	0	1
20200617	0	1	4
20200619	0	0	2
20200620	0	0	1
20200625	0	1	2
20200627	0	0	1
20200629	0	0	1
20200701	0	0	1
20200702	0	0	1
20200703	0	0	1
20200708	0	0	1
20200709	0	1	2
20200710	1	1	2
20200712	0	1	1
20200713	0	0	1
20200715	0	3	3
20200716	0	0	6
20200718	0	0	1
20200720	0	1	3
20200722	1	0	9
20200723	0	0	1
20200724	0	0	3
20200725	0	0	2
20200726	0	0	2
20200727	0	1	2
20200728	0	0	2
20200729	1	1	2
20200731	1	1	1
20200801	0	2	2
20200803	1	1	1
20200804	0	0	1
20200805	0	1	5
20200806	0	1	8
20200808	0	0	1
20200811	1	1	2
20200812	0	1	4
20200813	1	0	0
20200814	0	1	3
20200816	1	0	1
20200817	0	1	4
20200818	0	13	16
20200821	0	0	1
20200822	0	0	1
20200823	0	2	3
20200824	0	1	2
20200826	0	3	3
20200827	0	2	6
20200828	0	0	1
20200830	0	0	2
20200831	0	0	1
20200902	1	1	1
20200904	0	1	2
20200905	0	0	1
20200909	0	1	1
20200910	1	0	9
20200913	1	2	4
20200914	0	1	1
20200915	0	1	1
20200916	0	1	1
20200918	1	0	0
20200919	0	3	5
20200924	0	1	3
20200925	0	1	2
20200929	0	1	0
20201002	0	1	2
20201004	1	1	2
20201005	0	1	2
20201006	0	1	2
20201009	0	0	6
20201011	0	1	3
20201015	0	1	3
20201016	0	0	1
20201017	0	0	1
20201019	0	1	2
20201020	1	1	1
20201025	0	1	2
20201027	0	0	2
20201029	1	2	4
20201030	0	1	7
20201031	0	0	4
20201102	0	0	1
20201103	0	1	1
20201104	0	0	1
20201106	0	2	6
20201107	0	0	3
20201108	1	1	3
20201109	0	1	4
20201110	0	0	1
20201111	0	0	1
20201114	1	1	19
20201115	0	0	10
20201116	0	0	10
20201117	0	1	12
20201118	0	1	1
20201119	0	0	1
20201128	0	1	1
20201202	0	0	1
20201210	0	1	1
20201211	0	1	2
20201214	1	3	2
20201215	0	1	0
20201220	0	1	3
20201226	0	1	0
20201230	0	1	1
20201231	1	0	0
20210101	0	2	5
20210102	0	0	2
20210104	0	2	1
20210106	0	2	3
20210107	0	2	3
